url,created,title
https://idlewords.com/2020/03/we_need_a_massive_surveillance_program.htm,2020-03-23 14:21:59,We Need A Massive Surveillance Program (Idle Words)
https://ourworldindata.org/coronavirus#growth-of-cases-how-long-did-it-take-for-the-number-of-confirmed-cases-to-double,2020-03-23 14:18:54,Coronavirus Disease (COVID-19) – Statistics and Research - Our World in Data
https://www.mediterranee-infection.com/hydroxychloroquine-and-azithromycin-as-a-treatment-of-covid-19/,2020-03-23 14:10:41,hydroxychloroquine and azithromycin as a treatment of covid-19 – ihu
https://www.theatlantic.com/ideas/archive/2020/03/there-isnt-going-be-all-clear-signal/608512/,2020-03-23 14:08:23,The Crisis Could Last 18 Months. Be Prepared. - The Atlantic
https://www.adsoftheworld.com/collection/covid19_ads,2020-03-23 13:55:45,COVID-19 Ads | Ads of the World™
https://www.nytimes.com/interactive/2020/world/coronavirus-maps.html,2020-03-23 13:50:57,Coronavirus Map: Tracking the Global Outbreak - The New York Times
https://citymapper.com/cmi,2020-03-23 13:48:11,Citymapper Mobility Index | Citymapper
https://efficiencyiseverything.com/eat-for-1-50-per-day-layoffs-coronavirus-quarantine-food-shortages/,2020-03-23 13:46:15,"» Eat for $1.50 per day – Layoffs, Coronavirus Quarantine, Food Shortages"
https://www.washingtonpost.com/graphics/2020/world/corona-simulator/?wpisrc=nl_todayworld,2020-03-23 13:46:13,"Why outbreaks like coronavirus spread exponentially, and how to “flatten the curve” - Washington Post"
https://www.ft.com/content/b887d344-6c8b-11ea-89df-41bea055720b?accessToken=zwAAAXEH0W5QkdO4h9NEbIsR6tOJ30G-oFVyCw.MEQCIF8n6R1DVSP4_sLt-Z1FHhiQSSbsZ6kVT72u3ErsQ_XlAiA5sruW2KSsuQmccJG9mHiV7q7PGuZeX0rrRCjg-OjkRQ&sharetype=gift?token=bf781bf6-e608-4bac-9a49-861c459bb5bd,2020-03-23 13:36:15,"UK strategy likely to cause 35,000-70,000 excess deaths, says study | Financial Times"
https://twitter.com/kuhnmo/status/1238421185328709632,2020-03-23 13:34:57,"Moritz Kuhn on Twitter: ""This share varies dramatically across countries. From shares below 5% in countries like France, Switzerland, and the Netherlands, to cases like Japan, China, South Korea, and Italy with shares above 20%. https://t.co/VIZbIsuOSZ"" /"
https://www.mckinsey.com/business-functions/marketing-and-sales/our-insights/survey-us-consumer-sentiment-during-the-coronavirus-crisis?cid=other-eml-alt-mip-mck&hlkid=8b3fcf46a3a9407d9da65fc604ea989e&hctky=2630839&hdpid=2dd8ef7c-30bb-4842-9a76-23a7613b9d99,2020-03-23 13:34:16,Survey: US consumer sentiment during the coronavirus crisis | McKinsey
https://annals.org/aim/fullarticle/2763329/covid-19-risk-health-care-workers-case-report,2020-03-23 13:25:31,COVID-19 and the Risk to Health Care Workers: A Case Report | Annals of Internal Medicine | American College of Physicians
https://www.warc.com/newsandopinion/news/brandsmayneednewpositioninginresponsetocovid19/43401,2020-03-23 13:24:59,Brands may need new positioning in response to COVID-19 | WARC
https://rallyforrestaurants.com/,2020-03-23 13:20:17,Rally for Restaurants | Support Your Spot By Purchasing a Gift Card
http://www.khsj.at/de/covid-19-infektionsambulanz-und-isolierstation-am-bezirkskrankenhaus-in-betrieb.html,2020-03-23 13:17:39,covid-19-infektionsambulanz- und isolierstation am bezirkskrankenhaus in betrieb
https://www.theatlantic.com/ideas/archive/2020/03/who-gets-hospital-bed/607807/,2020-03-23 13:16:01,Coronavirus: Extraordinary Decisions For Italian Doctors - The Atlantic
https://www.theatlantic.com/health/archive/2020/03/coronavirus-how-get-food-safely/608008/,2020-03-23 09:33:47,The Coronavirus: How to Get Food Safely - The Atlantic
https://www.theatlantic.com/international/archive/2020/03/feminism-womens-rights-coronavirus-covid19/608302/,2020-03-23 09:32:26,The Coronavirus Is a Disaster for Feminism
https://foreignpolicy.com/2020/03/18/coronavirus-economic-crash-2008-financial-crisis-worse/,2020-03-23 09:29:09,The Coronavirus Economic Crash Is Worse Than the 2008 Financial Crisis
https://slippedisc.com/2020/03/believe-it-orchestra-plays-beethoven-9th-from-their-homes/,2020-03-23 09:07:08,Slipped Disc | Believe it: Orchestra plays Beethoven 9th from their homes
https://diymask.site/,2020-03-23 08:38:49,HK Mask
https://smartairfilters.com/en/blog/best-materials-make-diy-face-mask-virus/,2020-03-23 08:37:02,What Are The Best Materials for Making DIY Masks? - Smart Air Filters
https://medium.com/@tomaspueyo/coronavirus-the-hammer-and-the-dance-be9337092b56,2020-03-23 08:20:40,Coronavirus: The Hammer and the Dance - Tomas Pueyo - Medium
https://c19check.com/start,2020-03-23 08:17:20,Coronavirus Checker
https://news.sky.com/story/coronavirus-they-call-it-the-apocalypse-inside-italys-hardest-hit-hospital-11960597,2020-03-23 08:04:14,Coronavirus: Italy's hardest-hit city wants you to see how COVID-19 is affecting its hospitals | World News | Sky News
https://www.nytimes.com/2020/03/22/health/coronavirus-symptoms-smell-taste.html,2020-03-23 08:01:30,Lost Sense of Smell May Be Peculiar Clue to Coronavirus Infection - The New York Times
https://www.economyup.it/fintech/pmi-e-crisi-di-liquidita-come-ottenere-velocemente-credito-on-line-senza-garanzie/,2020-03-23 07:44:15,"Pmi e crisi di liquidità, come ottenere velocemente credito on line senza garanzie | Economyup"
https://www.nytimes.com/interactive/2020/03/22/world/coronavirus-spread.html,2020-03-23 07:06:18,How the Virus Got Out
https://www.nytimes.com/2020/03/22/health/coronavirus-restrictions-us.html?action=click&module=Spotlight&pgtype=Homepage,2020-03-23 07:01:38,"The Virus Can Be Stopped, but Only With Harsh Steps, Experts Say - The New York Times"
https://www.youtube.com/watch?v=IW752mpkBwk,2020-03-23 07:00:08,Why contain it - YouTube
https://diymask.site/,2020-03-23 06:47:10,HK Mask
https://www.thestar.com/news/gta/2020/03/22/canadian-civil-liberties-association-urges-release-of-releasable-prisoners-to-curb-covid-19-spread.html,2020-03-23 06:46:46,Canadian Civil Liberties Association urges release of ‘releasable’ prisoners to curb COVID-19 spread | The Star
https://www.thestar.com/news/gta/2020/03/21/life-under-coronavirus-i-dont-have-a-car-how-should-i-get-around-during-the-pandemic.html,2020-03-23 06:44:37,I don’t have a car. How should I get around during the pandemic? | The Star
https://www.thestar.com/life/health_wellness/2020/03/17/taking-your-temperature-because-of-the-coronavirus-keep-in-mind-986-isnt-the-norm-anymore.html,2020-03-23 06:42:48,"Taking your temperature because of the coronavirus? Keep in mind, 98.6 isn’t the norm anymore | The Star"
https://reallifemag.com/posing-with-the-flag/,2020-03-23 06:39:32,Posing With the Flag — Real Life
https://www.businessinsider.de/international/coronavirus-symptoms-compared-to-flu-common-cold-and-allergies-2020-3/?r=US&IR=T,2020-03-23 06:38:52,"How coronavirus symptoms compare with those of the flu, allergies, and the common cold"
https://www.youtube.com/watch?v=kxf1Oo8BiSg&feature=youtu.be,2020-03-23 03:27:43,Skateboarding In A Global Pandemic | COVID-19 Los Angeles - YouTube
https://www.nytimes.com/2020/03/22/health/coronavirus-symptoms-smell-taste.html?smtyp=cur&smid=tw-nytimes,2020-03-23 03:20:50,Lost Sense of Smell May Be Peculiar Clue to Coronavirus Infection - The New York Times
https://www.nytimes.com/2020/03/22/health/coronavirus-restrictions-us.html,2020-03-23 03:14:53,"The Virus Can Be Stopped, but Only With Harsh Steps, Experts Say - The New York Times"
https://www.nytimes.com/2020/03/21/opinion/scott-kelly-coronavirus-isolation.html,2020-03-23 03:13:34,"Opinion | I Spent a Year in Space, and I Have Tips on Isolation to Share - The New York Times"
https://www.theatlantic.com/ideas/archive/2020/03/how-we-beat-coronavirus/608389/,2020-03-23 03:12:23,This Is How We Beat the Coronavirus - The Atlantic
https://www.sciencenews.org/article/coronavirus-most-contagious-before-during-first-week-symptoms,2020-03-23 03:10:16,"Coronavirus is most contagious before, during first week of symptoms | Science News"
https://pjmedia.com/trending/study-reveals-how-deadly-chinas-coronavirus-cover-up-was/,2020-03-23 02:54:00,Study Reveals How Deadly China’s Coronavirus Cover-Up Was | News and Politics
https://legalinsurrection.com/2020/03/report-china-destroyed-evidence-of-wuhan-coronavirus-in-december/,2020-03-23 02:53:04,Report: China Destroyed Evidence of Wuhan Coronavirus in December
https://www.politico.com/news/2020/03/21/short-term-thinking-trump-coronavirus-response-140883,2020-03-23 02:47:10,Short-term thinking plagues Trump’s coronavirus response - POLITICO
https://arstechnica.com/science/2020/03/the-doctor-who-helped-defeat-smallpox-explains-whats-coming/,2020-03-23 02:33:48,The doctor who helped defeat smallpox explains what’s coming | Ars Technica
https://twitter.com/cathmckenna/status/1241908249177309186?s=12,2020-03-23 02:23:48,"Catherine McKenna on Twitter: ""Sometimes we forget that while it's hard for us as parents to deal with #COVID19, our kids are in this too. PM's message that kids are being so supportive during this hard time is so true. And it means everything to us. T"
https://www.nytimes.com/interactive/2020/03/22/world/coronavirus-spread.html,2020-03-23 02:20:12,How the Virus Got Out - The New York Times
https://jacobinmag.com/2020/03/david-harvey-coronavirus-political-economy-disruptions,2020-03-23 02:17:18,Anti-Capitalist Politics in the Time of COVID-19
https://www.politico.com/news/2020/03/22/state-leaders-trump-administration-mask-shipments-141884,2020-03-23 02:07:53,"Desperate, angry state leaders push back on Trump admin claims of mass mask shipments - POLITICO"
http://blog.zarfhome.com/2020/03/plague-and-stories-we-tell.html,2020-03-23 01:50:56,Plague and the stories we tell
https://peterattiamd.com/peterhotez2/,2020-03-23 01:49:23,"#99 - Peter Hotez, M.D., Ph.D.: Continuing the conversation on COVID-19 - Peter Attia"
https://peterattiamd.com/covid-19-update-03152020/,2020-03-23 01:49:16,"#98 - Peter Attia, M.D. and Paul Grewal, M.D.: Coronavirus (COVID-19) FAQ - Peter Attia"
https://peterattiamd.com/peterhotez/,2020-03-23 01:49:09,"#97 - Peter Hotez, M.D., Ph.D.: COVID-19: transmissibility, vaccines, risk reduction, and treatment - Peter Attia"
https://twitter.com/drlylemd/status/1241897657938907139?s=12,2020-03-23 01:36:54,"Lyle Berkowitz, MD on Twitter: ""It’s getting very real... no ventilator if over 60... https://t.co/8ZYZucvLLV"""
https://twitter.com/jburnmurdoch/status/1241730634109894656,2020-03-23 01:24:25,"John Burn-Murdoch on Twitter: ""NEW: We’re tracking real-time data to get an indication of how and when countries are locking down, and which Asian countries are getting back up and running. Story: https://t.co/GAB6MTLYxF Charts: 1) Road traffic levels a"
https://www.politico.eu/article/supermarket-workers-on-the-frontline-of-corona-battle/,2020-03-22 22:08:57,Supermarket workers on the frontline of coronavirus battle – POLITICO
https://docs.google.com/presentation/d/1IUTHX2kTagUUV88HUJCkp_P6iZgLCXXVHD9UeOwU_1w/edit#slide=id.g71b0a47020_30_486,2020-03-22 22:04:20,The Effects of Covid-19 On America's Small Businesses - Google Slides
https://nextstrain.org/narratives/ncov/sit-rep/2020-03-20?n=1,2020-03-22 22:03:14,Genomic analysis of COVID-19 spread. Situation report 2020-03-20.
https://ourworldindata.org/coronavirus,2020-03-22 22:01:25,Coronavirus Disease (COVID-19) – Statistics and Research - Our World in Data
https://www.meltingasphalt.com/interactive/going-critical/,2020-03-22 22:00:57,Going Critical — Melting Asphalt
https://www.tenentrepreneurs.org/blog/coronavirusukeconomy,2020-03-22 21:56:05,How the UK economy can survive the coronavirus — The Entrepreneurs Network
https://consequenceofsound.net/2020/03/neil-diamond-reworks-sweet-caroline-to-promote-hand-washing-watch/,2020-03-22 21:55:05,"Neil Diamond Reworks ""Sweet Caroline"" to Promote Hand-Washing: Watch | Consequence of Sound"
https://twitter.com/ENT_UK/status/1241063677186449408,2020-03-22 21:51:28,Anosmia could be a symptom of COVID-19
https://www.propublica.org/article/a-medical-worker-describes--terrifying-lung-failure-from-covid19-even-in-his-young-patients,2020-03-22 21:22:31,A Medical Worker Describes Terrifying Lung Failure From COVID-19 — Even in His Young Patients — ProPublica
https://www.inlander.com/spokane/cauldron-of-worries-on-being-an-immunocompromised-mom-during-a-pandemic/Content?oid=19329152,2020-03-22 21:21:52,"Cauldron of Worries: On Being an Immunocompromised Mom During a Pandemic | Columns & Letters | Spokane | The Pacific Northwest Inlander | News, Politics, Music, Calendar, Events in Spokane, Coeur d'Alene and the Inland Northwest"
https://www.ft.com/content/70d45e68-6ab6-11ea-a6ac-9122541af204,2020-03-22 21:18:06,Sunak’s plan is economically and morally the right thing to do | Financial Times
https://www.theatlantic.com/ideas/archive/2020/03/role-apathy-epidemics/608527/,2020-03-22 21:03:41,The Epidemics America Got Wrong - The Atlantic
https://twitter.com/i/web/status/1241828942937501698,2020-03-22 20:47:46,Twitter
https://twitter.com/i/web/status/1241828942937501698,2020-03-22 20:47:46,Twitter
https://www.propublica.org/article/a-medical-worker-describes--terrifying-lung-failure-from-covid19-even-in-his-young-patients?fbclid=IwAR3beoR2TIUjKEMmOGIHqh7VUPmfUIsOeMW5AECv5Qky3OL3N97fBgnv4hs,2020-03-22 20:47:18,A Medical Worker Describes Terrifying Lung Failure From COVID-19 — Even in His Young Patients — ProPublica
https://www.ft.com/content/f4dd4a38-6955-11ea-800d-da70cff6e4d3,2020-03-22 20:39:52,Coronavirus brings down a New York restaurant empire
https://www.eff.org/deeplinks/2020/03/what-you-should-know-about-online-tools-during-covid-19-crisis,2020-03-22 20:35:30,What You Should Know About Online Tools During the COVID-19 Crisis | Electronic Frontier Foundation
https://ourworldindata.org/grapher/covid-confirmed-cases-since-100th-case?fbclid=IwAR0tQg1GlpHZY7wiwIxv8luQ0geDdNjhuE1VSjTQpq7eTpVuBdDPlWEYbeY,2020-03-22 20:34:24,Total confirmed cases of COVID-19
https://www.gov.uk/coronavirus,2020-03-22 19:56:20,Coronavirus (COVID-19): what you need to do - GOV.UK
https://www.dailysignal.com/2020/03/02/fact-check-did-trump-call-coronavirus-a-hoax/,2020-03-22 19:50:57,"Fact Check: Did Trump Call Coronavirus a ‘Hoax’? / Brad Sylvester (Daily Signal, 2020/03/20)"
https://www.worldometers.info/coronavirus/,2020-03-22 16:22:34,COVID-19 CORONAVIRUS PANDEMIC (Worldometers)
https://the-syllabus.com/coronavirus-readings/,2020-03-22 16:07:33,Coronavirus Readings – The Syllabus
https://www.sfdph.org/dph/alerts/coronavirus.asp,2020-03-22 16:05:45,Department of Public Health - Coronavirus Disease 2019 (COVID-19)
https://covid19info.live,2020-03-22 16:03:13,COVID19info.live
https://pxlnv.com/linklog/flatten-the-curve/,2020-03-22 16:02:59,The Story Behind the Coronavirus ‘Flatten the Curve’ Chart — Pixel Envy
https://left.it/2020/03/13/covid_19-open-letter-from-italy-to-the-international-scientific-community/,2020-03-22 16:00:12,Covid_19: Open letter from Italy to the international scientific community | Left
https://www.seriouseats.com/2020/03/food-safety-and-coronavirus-a-comprehensive-guide.html,2020-03-22 15:59:44,Food Safety and Coronavirus: A Comprehensive Guide | Serious Eats
https://www.washingtonpost.com/outlook/2020/03/20/what-will-have-changed-forever-after-coronavirus-abates/,2020-03-22 15:55:38,302 Found
https://www.theatlantic.com/ideas/archive/2020/03/how-we-beat-coronavirus/608389/,2020-03-22 15:55:38,This Is How We Beat the Coronavirus - The Atlantic
https://www.technologyreview.com/s/615370/coronavirus-pandemic-social-distancing-18-months/,2020-03-22 15:55:11,We’re not going back to normal - MIT Technology Review
https://www.eldiario.es/sociedad/MAPA-contraer-COVID-19-matematico-municipio_0_1000550683.html,2020-03-22 15:55:10,"MAPA | El riesgo de contagiarse de coronavirus en España que calcula un modelo matemático, municipio a municipio"
https://www.itglue.com/resource/webinar-what-covid-19-means-msps/,2020-03-22 15:52:10,Upcoming Webinar: What COVID-19 Means for MSPs Globally | IT Glue
https://twitter.com/SuzyKhimm/status/1238455294658830336,2020-03-22 15:35:47,"@SuzyKhimm: There continues to be widespread confusion about #COVID19 testing. One problem is that there are so many different roadblocks that have slowed things down--even when earlier ones are cleared, new ones have popped up. Testing has scaled up, but"
https://covid19.colorado.gov/schools-workplaces-community,2020-03-22 15:27:38,"Schools, workplaces & community | Colorado COVID-19 Updates"
https://healthweather.us/,2020-03-22 15:08:36,US Health Weather Map by Kinsa
https://www.wired.com/story/coronavirus-interview-larry-brilliant-smallpox-epidemiologist/,2020-03-22 15:06:58,The Doctor Who Helped Defeat Smallpox Explains What's Coming | WIRED
https://www.lawyersgunsmoneyblog.com/2020/03/let-the-free-market-sort-it-out,2020-03-22 14:59:35,"Let the ""free market"" sort it out - Lawyers, Guns & Money"
https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/fragor-och-svar/?exp=69241#_69241,2020-03-22 14:59:33,Frågor och svar — Folkhälsomyndigheten
https://www.instructables.com/id/DIY-Cloth-Face-Mask/,2020-03-22 14:55:39,DIY Cloth Face Mask : 8 Steps (with Pictures) - Instructables
https://www.npr.org/2020/03/21/819645036/u-s-hospitals-prepare-guidelines-for-who-gets-care-amid-coronavirus-surge,2020-03-22 14:55:15,U.S. Hospitals Prepare Guidelines For Who Gets Care Amid Coronavirus Surge : NPR
https://www.nhs.uk/conditions/coronavirus-covid-19/,2020-03-22 10:28:12,Coronavirus (COVID-19) - NHS
https://www.gov.uk/coronavirus,2020-03-22 10:27:37,Coronavirus (COVID-19): what you need to do - GOV.UK
https://www.worldometers.info/coronavirus/,2020-03-22 10:03:13,"Coronavirus Update (Live): 308,615 Cases and 13,071 Deaths from COVID-19 Virus Outbreak - Worldometer"
https://healthweather.us/,2020-03-22 09:59:29,US Health Weather Map by Kinsa
https://www.santepubliquefrance.fr/maladies-et-traumatismes/maladies-et-infections-respiratoires/infection-a-coronavirus/articles/infection-au-nouveau-coronavirus-sars-cov-2-covid-19-france-et-monde,2020-03-22 09:58:31,"Infection au nouveau Coronavirus (SARS-CoV-2), COVID-19, France et Monde"
https://www.forbes.com/sites/daviddisalvo/2020/03/22/heres-why-you-should-be-drinking-plenty-of-water-during-the-coronavirus-lockdown/,2020-03-22 09:49:03,Here’s Why You Should Be Drinking Plenty Of Water During The Coronavirus Lockdown
https://www.theguardian.com/business/grogonomics/2020/mar/22/with-the-coronavirus-heres-whats-really-going-to-matter-for-the-australian-economy?CMP=Share_iOSApp_Other,2020-03-22 08:45:33,"With the coronavirus, here's what's really going to matter for the Australian economy | Greg Jericho | Business | The Guardian"
https://www.berlin.de/sen/finanzen/presse/nachrichten/artikel.908216.php,2020-03-22 07:54:04,Entschädigungen nach dem Infektionsschutzgesetz bei Tätigkeitsverboten und Quarantäne - Berlin.de
https://www.berlin.de/lageso/service/haeufige-fragen-antworten/,2020-03-22 07:53:39,FAQ - Berlin.de
https://www.rbb24.de/panorama/thema/2020/coronavirus/beitraege/menschen-mit-behinderung-in-der-coronakrise-fordern-mehr-unterstuetzung.html,2020-03-22 07:51:23,Wie Berliner Behinderteneinrichtungen jetzt mit der Krise kämpfen | rbb24
https://corona.katapult-magazin.de/,2020-03-22 07:50:44,Coronavirus Simulation
https://covapp.charite.de/,2020-03-22 07:50:11,Charité: Handlungsempfehlungen und Informationen zum Coronavirus
https://digitalpresent.tagesspiegel.de/die-besten-erklaerstuecke-zum-coronavirus-weltweit,2020-03-22 07:48:12,Die besten Erklärstücke zum Coronavirus weltweit | DIGITAL PRESENT
https://www.technologyreview.com/s/615370/coronavirus-pandemic-social-distancing-18-months/,2020-03-22 07:44:11,We’re not going back to normal - MIT Technology Review
https://www.vindobona.org/article/coronavirus-in-austria-live-ticker,2020-03-22 07:40:35,Coronavirus in Austria: Live-Ticker - Vindobona.org | Vienna International News
https://www.vindobona.org/article/coronavirus-in-lower-austria-update,2020-03-22 07:38:13,"Coronavirus in Lower Austria: Update - March 21, 2020 - Vindobona.org | Vienna International News"
https://info.gesundheitsministerium.at/,2020-03-22 07:35:10,Covid-19 stats Austria
https://www.globalhealthnow.org/2020-03/covid-19s-stop-gap-solution-until-vaccines-and-antivirals-are-ready,2020-03-22 07:32:57,COVID-19’s Stop-Gap Solution Until Vaccines and Antivirals Are Ready | Global Health NOW
https://graphics.reuters.com/CHINA-HEALTH-SOUTHKOREA-CLUSTERS/0100B5G33SB/index.html,2020-03-22 07:32:09,2019 coronavirus: The Korean clusters
https://www.youtube.com/watch?v=BtN-goy9VOY&feature=youtu.be,2020-03-22 07:10:49,YouTube
https://www.politico.com/news/2020/03/21/short-term-thinking-trump-coronavirus-response-140883,2020-03-22 02:22:04,Short-term thinking plagues Trump’s coronavirus response
https://smartairfilters.com/en/blog/diy-homemade-mask-protect-virus-coronavirus/,2020-03-22 02:22:03,Can DIY Masks Protect Us from Coronavirus? - Smart Air Filters
https://twitter.com/yashar/status/1241496704689385472?s=12,2020-03-22 02:20:01,"Yashar Ali 🐘 on Twitter: ""News: It’s 11:42 PM in Italy and in a speech addressing the nation Italian Prime Minister Conte has just announced that he is ordering ALL non-essential businesses to be closed and for Italians to stay home. An entire countr"
